Code;Libellé;Médiane du niveau de vie 2021
52234;Hâcourt;N/A - résultat non disponible
52235;Hallignicourt;19890
52237;Harréville-les-Chanteurs;21100
52240;Heuilley-le-Grand;20190
52242;Haute-Amance;22110
52243;Huilliécourt;22340
52244;Humbécourt;22380
52245;Humberville;N/A - résultat non disponible
52246;Humes-Jorquenay;23760
52247;Illoud;24370
52248;Is-en-Bassigny;23670
52249;Isômes;23590
52250;Joinville;18080
52251;Jonchery;24760
52253;Juzennecourt;21790
52254;Lachapelle-en-Blaisy;N/A - résultat non disponible
52256;Lafauche;N/A - résultat non disponible
52257;Laferté-sur-Amance;16720
52258;Laferté-sur-Aube;20420
52260;Lamancine;23010
52264;Laneuvelle;N/A - résultat non disponible
52265;Bayard-sur-Marne;21090
52266;Laneuville-à-Rémy;N/A - résultat non disponible
52267;Laneuville-au-Pont;24070
52269;Langres;20740
52271;Lanques-sur-Rognon;20430
52272;Lanty-sur-Aube;24160
52273;Larivière-Arnoncourt;22750
52274;Latrecey-Ormoy-sur-Aube;23920
52275;Lavernoy;N/A - résultat non disponible
52276;Laville-aux-Bois;25640
52277;Lavilleneuve;N/A - résultat non disponible
52278;Lavilleneuve-au-Roi;N/A - résultat non disponible
52280;Lecey;24440
52282;Leffonds;23920
52284;Leschères-sur-le-Blaiseron;N/A - résultat non disponible
52285;Leuchey;N/A - résultat non disponible
52286;Leurville;N/A - résultat non disponible
52287;Levécourt;N/A - résultat non disponible
52288;Lezéville;19900
52289;Liffol-le-Petit;19390
52290;Les Loges;19640
52291;Longchamp;N/A - résultat non disponible
52292;Longeau-Percey;22390
52294;Louvemont;21140
52295;Louvières;20980
52297;Luzy-sur-Marne;26570
52298;Maâtz;N/A - résultat non disponible
52300;Magneux;21880
52301;Maisoncelles;N/A - résultat non disponible
52302;Maizières;18380
52303;Maizières-sur-Amance;22940
52304;Malaincourt-sur-Meuse;N/A - résultat non disponible
52305;Mandres-la-Côte;21760
52306;Manois;20380
52307;Marac;23900
52308;Maranville;20160
52310;Marbéville;N/A - résultat non disponible
52311;Marcilly-en-Bassigny;21500
52312;Mardor;N/A - résultat non disponible
52313;Mareilles;24810
52315;Marnay-sur-Marne;26600
52316;Mathons;N/A - résultat non disponible
52318;Melay;18540
52319;Mennouveaux;N/A - résultat non disponible
52320;Merrey;N/A - résultat non disponible
52321;Mertrud;19600
52322;Meures;22170
52325;Millières;21710
52326;Mirbel;N/A - résultat non disponible
52327;Moëslains;22050
52328;Montcharvot;N/A - résultat non disponible
52330;Montheries;N/A - résultat non disponible
52331;La Porte du Der;20860
52332;Val-de-Meuse;22100
52335;Montot-sur-Rognon;19640
52336;Montreuil-sur-Blaise;20300
52337;Montreuil-sur-Thonnance;N/A - résultat non disponible
52341;Morancourt;22880
52342;Morionvilliers;N/A - résultat non disponible
52344;Mouilleron;N/A - résultat non disponible
52346;Mussey-sur-Marne;19370
52347;Narcy;23160
52348;Neuilly-l'Évêque;22040
52349;Neuilly-sur-Suize;26730
52350;Neuvelle-lès-Voisey;N/A - résultat non disponible
52352;Ninville;N/A - résultat non disponible
52353;Nogent;20780
52354;Noidant-Chatenoy;N/A - résultat non disponible
52355;Noidant-le-Rocheux;24010
52356;Nomécourt;21780
52357;Noncourt-sur-le-Rongeant;19860
52358;Noyers;17980
52359;Nully;19000
52360;Occey;26170
52362;Orbigny-au-Mont;22590
52363;Orbigny-au-Val;24930
52364;Orcevaux;28830
52365;Orges;23450
52366;Ormancey;N/A - résultat non disponible
52367;Ormoy-lès-Sexfontaines;N/A - résultat non disponible
52369;Orquevaux;N/A - résultat non disponible
52370;Osne-le-Val;19020
52371;Oudincourt;21200
52372;Outremécourt;N/A - résultat non disponible
52373;Ozières;N/A - résultat non disponible
52374;Le Pailly;22910
52375;Palaiseul;N/A - résultat non disponible
52376;Pansey;N/A - résultat non disponible
52377;Parnoy-en-Bassigny;19870
52378;Paroy-sur-Saulx;N/A - résultat non disponible
52380;Peigney;25110
52383;Perrancey-les-Vieux-Moulins;25910
52384;Perrogney-les-Fontaines;24190
52385;Perrusse;N/A - résultat non disponible
52386;Perthes;20360
52388;Pierremont-sur-Amance;20110
52390;Pisseloup;N/A - résultat non disponible
52391;Planrupt;22030
52392;Plesnoy;20480
52393;Poinsenot;N/A - résultat non disponible
52394;Poinson-lès-Fayl;20510
52395;Poinson-lès-Grancey;N/A - résultat non disponible
52396;Poinson-lès-Nogent;21910
52397;Poiseul;N/A - résultat non disponible
52398;Poissons;20740
52399;Pont-la-Ville;20740
52400;Le Châtelet-sur-Meuse;20180
52401;Poulangy;21180
52403;Praslay;N/A - résultat non disponible
52405;Le Montsaugeonnais;21630
52406;Pressigny;20620
52407;Prez-sous-Lafauche;21060
52411;Rives Dervoises;21870
52413;Rachecourt-Suzémont;N/A - résultat non disponible
52414;Rachecourt-sur-Marne;19870
52415;Rançonnières;20590
52416;Rangecourt;N/A - résultat non disponible
52419;Rennepont;21120
52420;Reynel;18910
52421;Riaucourt;23890
52422;Richebourg;22650
52423;Rimaucourt;20310
52424;Rivières-le-Bois;N/A - résultat non disponible
52425;Rivière-les-Fosses;22890
52426;Rizaucourt-Buchey;24060
52428;Rochefort-sur-la-Côte;N/A - résultat non disponible
52429;Roches-sur-Marne;22300
52431;Rochetaillée;21120
52432;Rolampont;22110
52433;Romain-sur-Meuse;N/A - résultat non disponible
52436;Rouécourt;N/A - résultat non disponible
52437;Rouelles;N/A - résultat non disponible
52438;Rougeux;19500
52439;Rouvres-sur-Aube;N/A - résultat non disponible
52440;Rouvroy-sur-Marne;20390
52442;Rupt;22480
52443;Sailly;N/A - résultat non disponible
52444;Saint-Blin;21030
52445;Saint-Broingt-le-Bois;N/A - résultat non disponible
52446;Saint-Broingt-les-Fosses;24100
52447;Saint-Ciergues;25530
52448;Saint-Dizier;18720
52449;Saints-Geosmes;24630
52450;Saint-Loup-sur-Aujon;21000
52452;Saint-Martin-lès-Langres;25390
52453;Saint-Maurice;27480
52455;Saint-Thiébault;22390
52456;Saint-Urbain-Maconcourt;21660
52457;Saint-Vallier-sur-Marne;23540
52459;Sarcey;N/A - résultat non disponible
52461;Sarrey;21570
52463;Saudron;N/A - résultat non disponible
52464;Saulles;N/A - résultat non disponible
52465;Saulxures;20670
52467;Savigny;N/A - résultat non disponible
52468;Semilly;21270
52469;Semoutiers-Montsaon;25840
52470;Serqueux;21200
52472;Sexfontaines;23120
52473;Signéville;N/A - résultat non disponible
52474;Silvarouvres;N/A - résultat non disponible
52475;Sommancourt;N/A - résultat non disponible
52476;Sommerécourt;N/A - résultat non disponible
52479;Sommevoire;20820
52480;Soncourt-sur-Marne;23430
52482;Soulaucourt-sur-Mouzon;N/A - résultat non disponible
52483;Soyers;N/A - résultat non disponible
52484;Suzannecourt;21800
52486;Ternat;N/A - résultat non disponible
52487;Thilleux;N/A - résultat non disponible
52488;Thivet;24240
52489;Thol-lès-Millières;N/A - résultat non disponible
52490;Thonnance-lès-Joinville;19470
52491;Thonnance-les-Moulins;N/A - résultat non disponible
52492;Torcenay;23180
52493;Tornay;N/A - résultat non disponible
52494;Treix;26250
52495;Trémilly;N/A - résultat non disponible
52497;Troisfontaines-la-Ville;21050
52499;Vaillant;N/A - résultat non disponible
52500;Valcourt;22420
52502;Valleret;N/A - résultat non disponible
52503;Valleroy;N/A - résultat non disponible
52504;Varennes-sur-Amance;21560
52505;Vaudrecourt;N/A - résultat non disponible
52506;Vaudrémont;N/A - résultat non disponible
52507;Vauxbons;N/A - résultat non disponible
52510;Vaux-sur-Blaise;21770
52511;Vaux-sur-Saint-Urbain;N/A - résultat non disponible
52512;Vecqueville;18760
52513;Velles;N/A - résultat non disponible
52514;Verbiesles;24390
52515;Verseilles-le-Bas;26770
52516;Verseilles-le-Haut;N/A - résultat non disponible
52517;Vesaignes-sous-Lafauche;23250
52518;Vesaignes-sur-Marne;23360
52519;Vesvres-sous-Chalancey;N/A - résultat non disponible
52520;Vicq;20880
52522;Viéville;24280
52523;Vignes-la-Côte;N/A - résultat non disponible
52524;Vignory;20160
52525;Villars-en-Azois;N/A - résultat non disponible
52526;Villars-Santenoge;N/A - résultat non disponible
52528;Ville-en-Blaisois;21060
52529;Villegusien-le-Lac;23390
52534;Villiers-en-Lieu;22020
52535;Villiers-le-Sec;23890
52536;Villiers-lès-Aprey;N/A - résultat non disponible
52538;Villiers-sur-Suize;24450
52539;Violot;N/A - résultat non disponible
52540;Vitry-en-Montagne;N/A - résultat non disponible
52541;Vitry-lès-Nogent;22730
52542;Vivey;N/A - résultat non disponible
52543;Voillecomte;21910
52544;Voisey;19780
52545;Voisines;N/A - résultat non disponible
52546;Voncourt;N/A - résultat non disponible
52547;Vouécourt;24930
52548;Vraincourt;N/A - résultat non disponible
52549;Vroncourt-la-Côte;N/A - résultat non disponible
52550;Wassy;20040
53001;Ahuillé;23320
53002;Alexain;21590
53003;Ambrières-les-Vallées;21760
53005;Andouillé;22150
53007;Argentré;23290
53008;Aron;23100
53009;Arquenay;23670
53010;Assé-le-Bérenger;22190
53011;Astillé;22810
53012;Athée;23410
53013;Averton;21110
53015;La Baconnière;22560
53016;Bais;20500
53017;Val-du-Maine;20910
53018;Ballots;21590
53019;Bannes;20840
53021;La Bazoge-Montpinçon;24470
53022;La Bazouge-de-Chemeré;22170
53023;La Bazouge-des-Alleux;23270
53025;Bazougers;22450
53026;Beaulieu-sur-Oudon;22640
53027;Beaumont-Pied-de-Bœuf;23010
53028;Belgeard;23530
53029;Bierné-les-Villages;20950
53030;Le Bignon-du-Maine;24270
53031;La Bigottière;21830
53033;La Boissière;23050
53034;Bonchamp-lès-Laval;24860
53035;Bouchamps-lès-Craon;21460
53036;Bouère;20750
53037;Bouessay;22350
53038;Boulay-les-Ifs;23530
53039;Le Bourgneuf-la-Forêt;21690
53040;Bourgon;21510
53041;Brains-sur-les-Marches;21650
53042;Brecé;20690
53043;Brée;22130
53045;La Brûlatte;23230
53046;Le Buret;22420
53047;Carelles;19510
53048;Chailland;22160
53049;Châlons-du-Maine;22920
53051;Champéon;19780
53052;Champfrémont;22780
53053;Champgenéteux;20770
53054;Changé;25760
53055;Chantrigné;21200
53056;La Chapelle-Anthenaise;23840
53057;La Chapelle-au-Riboul;19660
53058;La Chapelle-Craonnaise;22780
53059;La Chapelle-Rainsouin;22060
53061;Charchigné;21130
53062;Château-Gontier-sur-Mayenne;22410
53063;Châtelain;21670
53064;Châtillon-sur-Colmont;21290
53066;Chemazé;22270
53067;Chémeré-le-Roi;21380
53068;Chérancé;21070
53069;Chevaigné-du-Maine;19770
53071;Colombiers-du-Plessis;20350
53072;Commer;23010
53073;Congrier;19800
53074;Contest;23540
53075;Cosmes;22180
53076;Cossé-en-Champagne;21260
53077;Cossé-le-Vivien;22070
53078;Coudray;21630
53079;Couesmes-Vaucé;18640
53080;Couptrain;17670
53082;Courbeveille;21350
53083;Courcité;21190
53084;Craon;21610
53085;Crennes-sur-Fraubée;23510
53086;La Croixille;21200
53087;La Cropte;23730
53088;Cuillé;21590
53089;Daon;23150
53090;Denazé;22030
53091;Désertines;20410
53093;La Dorée;18620
53094;Entrammes;23560
53096;Ernée;21500
53097;Évron;21550
53098;Fontaine-Couverte;20870
53099;Forcé;24520
53100;Fougerolles-du-Plessis;20450
53101;Fromentières;21830
53102;Gastines;21440
53103;Le Genest-Saint-Isle;22770
53104;Gennes-Longuefuye;22930
53105;Gesnes;22810
53106;Gesvres;20590
53107;Gorron;20210
53108;La Gravelle;21610
53109;Grazay;22110
53110;Grez-en-Bouère;20150
53111;La Haie-Traversaine;22340
53112;Le Ham;20700
53113;Hambers;21300
53114;Hardanges;20150
53115;Hercé;21540
53116;Le Horps;22010
53117;Houssay;22250
53118;Le Housseau-Brétignolles;20250
53119;L'Huisserie;24820
53120;Izé;21310
53121;Javron-les-Chapelles;21680
53122;Jublains;21800
53123;Juvigné;21040
53124;Prée-d'Anjou;21910
53125;Landivy;20680
53126;Larchamp;20860
53127;Lassay-les-Châteaux;21930
53128;Laubrières;21180
53129;Launay-Villiers;22420
53130;Laval;21660
53131;Lesbois;21420
53132;Levaré;21170
53133;Lignières-Orgères;19630
53134;Livet;21970
53135;Livré-la-Touche;22060
53136;La Roche-Neuville;23630
53137;Loiron-Ruillé;23250
53139;Loupfougères;20890
53140;Louverné;23940
53141;Louvigné;23130
53142;Madré;21590
53143;Maisoncelles-du-Maine;23890
53144;Marcillé-la-Ville;22190
53145;Marigné-Peuton;21990
53146;Martigné-sur-Mayenne;23650
53147;Mayenne;22450
53148;Mée;21270
53150;Ménil;23140
53151;Méral;21110
53152;Meslay-du-Maine;20900
53153;Mézangers;21820
53154;Montaudin;20750
53155;Montenay;22790
53156;Montflours;24530
53157;Montigné-le-Brillant;24690
53158;Montjean;22110
53160;Montreuil-Poulay;20090
53161;Montsûrs;21830
53162;Moulay;24190
53163;Neau;21240
53164;Neuilly-le-Vendin;19580
53165;Niafles;23930
53168;Nuillé-sur-Vicoin;22170
53169;Olivet;22860
53170;Oisseau;22230
53172;Origné;23940
53173;La Pallu;18770
53174;Parigné-sur-Braye;23620
53175;Parné-sur-Roc;24630
53176;Le Pas;20420
53177;La Pellerine;22110
53178;Peuton;24420
53179;Placé;21970
53180;Pommerieux;21810
53181;Pontmain;21040
53182;Port-Brillet;21600
53184;Préaux;24050
53185;Pré-en-Pail-Saint-Samson;20620
53186;Quelaines-Saint-Gault;21630
53187;Ravigny;21820
53188;Renazé;20180
53189;Rennes-en-Grenouilles;21350
53190;Le Ribay;20690
53191;La Roë;19460
53192;La Rouaudière;20430
53193;Ruillé-Froid-Fonds;22010
53195;Sacé;23880
53196;Saint-Aignan-de-Couptrain;20920
53197;Saint-Aignan-sur-Roë;19820
53198;Saint-Aubin-du-Désert;19650
53199;Saint-Aubin-Fosse-Louvain;18940
53200;Saint-Baudelle;24380
53201;Saint-Berthevin;23730
53202;Saint-Berthevin-la-Tannière;19360
53203;Saint-Brice;21870
53204;Saint-Calais-du-Désert;20470
53206;Saint-Charles-la-Forêt;23090
53208;Saint-Cyr-en-Pail;21470
53209;Saint-Cyr-le-Gravelais;22330
53210;Saint-Denis-d'Anjou;21580
53211;Saint-Denis-de-Gastines;21230
53212;Saint-Denis-du-Maine;25310
53213;Saint-Ellier-du-Maine;18970
53214;Saint-Erblon;20220
53216;Saint-Fraimbault-de-Prières;23350
53218;Sainte-Gemmes-le-Robert;21960
53219;Saint-Georges-Buttavent;23530
53220;Saint-Georges-le-Fléchard;21660
53221;Saint-Georges-sur-Erve;20810
53222;Saint-Germain-d'Anxure;22090
53223;Saint-Germain-de-Coulamer;20200
53224;Saint-Germain-le-Fouilloux;23410
53225;Saint-Germain-le-Guillaume;21190
53226;Saint-Hilaire-du-Maine;22160
53228;Blandouet-Saint Jean;21240
53229;Saint-Jean-sur-Mayenne;24470
53230;Saint-Julien-du-Terroux;20970
53232;Saint-Léger;21920
53233;Saint-Loup-du-Dorat;20970
53234;Saint-Loup-du-Gast;22090
53235;Sainte-Marie-du-Bois;19810
53236;Saint-Mars-du-Désert;20180
53237;Saint-Mars-sur-Colmont;21220
53238;Saint-Mars-sur-la-Futaie;23080
53240;Saint-Martin-du-Limet;22110
53242;Saint-Michel-de-la-Roë;22050
53243;Saint-Ouën-des-Toits;23580
53245;Saint-Pierre-des-Landes;21640
53246;Saint-Pierre-des-Nids;21980
53247;Saint-Pierre-la-Cour;22640
53248;Saint-Pierre-sur-Erve;22730
53249;Vimartin-sur-Orthe;20670
53250;Saint-Poix;20880
53251;Saint-Quentin-les-Anges;22150
53253;Saint-Saturnin-du-Limet;21230
53255;Sainte-Suzanne-et-Chammes;21940
53256;Saint-Thomas-de-Courceriers;20100
53257;Saulges;21420
53258;La Selle-Craonnaise;20740
53259;Senonnes;21350
53260;Simplé;21750
53261;Soucé;22480
53262;Soulgé-sur-Ouette;22000
53263;Thubœuf;21000
53264;Thorigné-en-Charnie;20040
53265;Torcé-Viviers-en-Charnie;20580
53266;Trans;19920
53267;Vaiges;21430
53269;Vautorte;21260
53270;Vieuvy;20610
53271;Villaines-la-Juhel;20980
53272;Villepail;20240
53273;Villiers-Charlemagne;23910
53276;Voutré;20610
54001;Abaucourt;23300
54002;Abbéville-lès-Conflans;23070
54003;Aboncourt;20880
54004;Affléville;24270
54005;Affracourt;25660
54006;Agincourt;28060
54007;Aingeray;24390
54008;Allain;24950
54009;Allamont;24650
54010;Allamps;22450
54011;Allondrelle-la-Malmaison;24720
54012;Amance;24420
54013;Amenoncourt;N/A - résultat non disponible
54014;Ancerviller;22500
54015;Anderny;21420
54016;Andilly;25200
54017;Angomont;N/A - résultat non disponible
54018;Anoux;25530
54019;Ansauville;N/A - résultat non disponible
54020;Anthelupt;25040
54021;Armaucourt;24180
54022;Arnaville;24390
54023;Arracourt;21970
54024;Arraye-et-Han;23720
54025;Art-sur-Meurthe;26470
54026;Athienville;23890
54027;Atton;25000
54028;Auboué;20080
54029;Audun-le-Roman;25570
54030;Autrepierre;N/A - résultat non disponible
54031;Autreville-sur-Moselle;25320
54032;Autrey;26950
54033;Avillers;22300
54034;Avrainville;27900
54035;Avricourt;19570
54036;Avril;27070
54037;Azelot;28610
54038;Azerailles;22710
54039;Baccarat;20710
54040;Badonviller;19620
54041;Bagneux;24630
54042;Bainville-aux-Miroirs;23740
54043;Bainville-sur-Madon;24640
54044;Barbas;20730
54045;Barbonville;23800
54046;Barisey-au-Plain;23170
54047;Barisey-la-Côte;23070
54048;Les Baroches;26810
54049;Baslieux;23700
54050;Bathelémont;N/A - résultat non disponible
54051;Batilly;25460
54052;Battigny;25320
54053;Bauzemont;22550
54054;Bayon;23850
54055;Bayonville-sur-Mad;23790
54056;Bazailles;29310
54057;Beaumont;N/A - résultat non disponible
54058;Béchamps;N/A - résultat non disponible
54059;Belleau;25890
54060;Belleville;24940
54061;Bénaménil;23750
54062;Benney;25560
54063;Bernécourt;22490
54064;Bertrambois;20870
54065;Bertrichamps;21900
54066;Bettainvillers;28520
54067;Beuveille;24950
54068;Beuvezin;N/A - résultat non disponible
54069;Beuvillers;34360
54070;Bey-sur-Seille;26850
54071;Bezange-la-Grande;24050
54072;Bezaumont;24940
54073;Bicqueley;24400
54074;Bienville-la-Petite;N/A - résultat non disponible
54075;Bionville;22930
54076;Blainville-sur-l'Eau;22260
54077;Blâmont;19540
54078;Blémerey;N/A - résultat non disponible
54079;Blénod-lès-Pont-à-Mousson;20260
54080;Blénod-lès-Toul;21800
54081;Boismont;24290
54082;Boncourt;22280
54083;Bonviller;25350
54084;Mont-Bonvillers;22720
54085;Borville;N/A - résultat non disponible
54086;Boucq;22620
54087;Bouillonville;20550
54088;Bouvron;25490
54089;Bouxières-aux-Chênes;27150
54090;Bouxières-aux-Dames;25760
54091;Bouxières-sous-Froidmont;26010
54092;Bouzanville;N/A - résultat non disponible
54093;Brainville;25090
54094;Bralleville;26110
54095;Bratte;N/A - résultat non disponible
54096;Bréhain-la-Ville;33260
54097;Bréménil;19140
54098;Brémoncourt;24180
54099;Val de Briey;23590
54100;Brin-sur-Seille;25350
54101;Brouville;20550
54102;Bruley;25900
54103;Bruville;22660
54104;Buissoncourt;25800
54105;Bulligny;23350
54106;Bures;N/A - résultat non disponible
54107;Buriville;N/A - résultat non disponible
54108;Burthecourt-aux-Chênes;27220
54109;Ceintrey;25850
54110;Cerville;27110
54111;Chaligny;24040
54112;Chambley-Bussières;22290
54113;Champenoux;26350
54114;Champey-sur-Moselle;25500
54115;Champigneulles;22280
54116;Chanteheux;24230
54117;Chaouilley;25680
54118;Charency-Vezin;22230
54119;Charey;N/A - résultat non disponible
54120;Charmes-la-Côte;23840
54121;Charmois;24440
54122;Chaudeney-sur-Moselle;26200
54123;Chavigny;25140
54124;Chazelles-sur-Albe;N/A - résultat non disponible
54125;Chenevières;22880
54126;Chenicourt;25290
54127;Chenières;30780
54128;Choloy-Ménillot;22850
54129;Cirey-sur-Vezouze;19750
54130;Clayeures;20790
54131;Clémery;26470
54132;Clérey-sur-Brenon;N/A - résultat non disponible
54133;Coincourt;22640
54134;Colmey;22480
54135;Colombey-les-Belles;22830
54136;Conflans-en-Jarnisy;22130
54137;Cons-la-Grandville;25740
54138;Cosnes-et-Romain;30790
54139;Courbesseaux;26650
54140;Courcelles;N/A - résultat non disponible
54141;Coyviller;27470
54142;Crantenoy;24860
54143;Crépey;23650
54144;Crévéchamps;25570
54145;Crévic;24690
54146;Crézilles;24150
54147;Crion;22230
54148;Croismare;23360
54149;Crusnes;25710
54150;Custines;23050
54151;Cutry;29290
54152;Damelevières;23270
54153;Dampvitoux;N/A - résultat non disponible
54154;Deneuvre;22950
54155;Deuxville;24660
54156;Diarville;22840
54157;Dieulouard;22280
54158;Dolcourt;26800
54159;Dombasle-sur-Meurthe;22810
54160;Domèvre-en-Haye;23140
54161;Domèvre-sur-Vezouze;21190
54162;Domgermain;24220
54163;Domjevin;20590
54164;Dommarie-Eulmont;N/A - résultat non disponible
54165;Dommartemont;39430
54166;Dommartin-la-Chaussée;N/A - résultat non disponible
54167;Dommartin-lès-Toul;24910
54168;Dommartin-sous-Amance;29640
54169;Domprix;N/A - résultat non disponible
54170;Domptail-en-l'Air;N/A - résultat non disponible
54171;Doncourt-lès-Conflans;24500
54172;Doncourt-lès-Longuyon;26290
54173;Drouville;24780
54174;Écrouves;23510
54175;Einvaux;23850
54176;Einville-au-Jard;22920
54177;Emberménil;23360
54178;Épiez-sur-Chiers;24330
54179;Éply;27190
54180;Erbéviller-sur-Amezule;N/A - résultat non disponible
54181;Errouville;24920
54182;Essey-et-Maizerais;23690
54183;Essey-la-Côte;N/A - résultat non disponible
54184;Essey-lès-Nancy;22890
54185;Étreval;N/A - résultat non disponible
54186;Eulmont;28400
54187;Euvezin;20880
54188;Faulx;26490
54189;Favières;22780
54190;Fécocourt;22330
54191;Fenneviller;23310
54192;Ferrières;26280
54193;Fey-en-Haye;N/A - résultat non disponible
54194;Fillières;29020
54195;Flainval;24230
54196;Flavigny-sur-Moselle;26060
54197;Fléville-devant-Nancy;28000
54198;Fléville-Lixières;22380
54199;Flin;24690
54200;Flirey;23740
54201;Fontenoy-la-Joûte;21110
54202;Fontenoy-sur-Moselle;28370
54203;Forcelles-Saint-Gorgon;25020
54204;Forcelles-sous-Gugney;N/A - résultat non disponible
54205;Foug;20900
54206;Fraimbois;22710
54207;Fraisnes-en-Saintois;N/A - résultat non disponible
54208;Francheville;24130
54209;Franconville;N/A - résultat non disponible
54210;Fréménil;23890
54211;Frémonville;21440
54212;Fresnois-la-Montagne;28280
54213;Friauville;23640
54214;Frolois;26310
54215;Frouard;21730
54216;Froville;25160
54217;Gélacourt;21960
54218;Gélaucourt;N/A - résultat non disponible
54219;Gellenoncourt;N/A - résultat non disponible
54220;Gémonville;N/A - résultat non disponible
54221;Gerbécourt-et-Haplemont;26600
54222;Gerbéviller;22010
54223;Germiny;23140
54224;Germonville;25850
54225;Gézoncourt;25990
54226;Gibeaumeix;19570
54227;Giraumont;21590
54228;Giriviller;N/A - résultat non disponible
54229;Glonville;23000
54230;Gogney;N/A - résultat non disponible
54231;Gondrecourt-Aix;23870
54232;Gondreville;27420
54233;Gondrexon;N/A - résultat non disponible
54234;Gorcy;26540
54235;Goviller;23910
54236;Grand-Failly;22680
54237;Grimonviller;22710
54238;Gripport;23950
54239;Griscourt;21150
54240;Grosrouvres;N/A - résultat non disponible
54241;Gugney;N/A - résultat non disponible
54242;Gye;23500
54243;Hablainville;21380
54244;Hagéville;25450
54245;Haigneville;N/A - résultat non disponible
54246;Halloville;N/A - résultat non disponible
54247;Hammeville;25430
54248;Hamonville;N/A - résultat non disponible
54249;Hannonville-Suzémont;23220
54250;Haraucourt;25680
54251;Harbouey;20660
54252;Haroué;23160
54253;Hatrize;23750
54254;Haucourt-Moulaine;23500
54255;Haudonville;N/A - résultat non disponible
54256;Haussonville;23980
54257;Heillecourt;27340
54258;Hénaménil;20900
54259;Herbéviller;23130
54260;Hériménil;24470
54261;Herserange;20050
54262;Hoéville;24080
54263;Homécourt;19490
54264;Houdelmont;25060
54265;Houdemont;28880
54266;Houdreville;23320
54268;Housséville;23610
54269;Hudiviller;26230
54270;Hussigny-Godbrange;28050
54271;Igney;23770
54272;Jaillon;26270
54273;Jarny;21170
54274;Jarville-la-Malgrange;19320
54275;Jaulny;23310
54276;Jeandelaincourt;22570
54277;Jeandelize;21600
54278;Jevoncourt;24120
54279;Jezainville;24520
54280;Jœuf;18000
54281;Jolivet;25450
54282;Joppécourt;23940
54283;Jouaville;26570
54284;Joudreville;19860
54285;Juvrecourt;N/A - résultat non disponible
54286;Labry;23940
54287;Lachapelle;24820
54288;Lagney;24590
54289;Laître-sous-Amance;27840
54290;Laix;24040
54291;Lalœuf;23930
54292;Lamath;23680
54293;Landécourt;N/A - résultat non disponible
54294;Landremont;26550
54295;Landres;22010
54296;Laneuvelotte;26500
54297;Laneuveville-aux-Bois;21580
54298;Laneuveville-derrière-Foug;21140
54299;Laneuveville-devant-Bayon;23290
54300;Laneuveville-devant-Nancy;23200
54301;Lanfroicourt;28850
54302;Lantéfontaine;26620
54303;Laronxe;22920
54304;Laxou;23780
54305;Lay-Saint-Christophe;29770
54306;Lay-Saint-Remy;22650
54307;Lebeuville;22800
54308;Leintrey;21460
54309;Lemainville;24900
54310;Leménil-Mitry;N/A - résultat non disponible
54311;Lenoncourt;25790
54312;Lesménils;26780
54313;Létricourt;26360
54314;Lexy;27640
54315;Leyr;24700
54316;Limey-Remenauville;26420
54317;Lironville;22660
54318;Liverdun;24000
54320;Loisy;25110
54321;Longlaville;21740
54322;Longuyon;20750
54323;Longwy;18650
54324;Lorey;N/A - résultat non disponible
54325;Loromontzey;N/A - résultat non disponible
54326;Lubey;22880
54327;Lucey;24600
54328;Ludres;27240
54329;Lunéville;19480
54330;Lupcourt;31810
54331;Magnières;21930
54332;Maidières;25420
54333;Mailly-sur-Seille;23920
54334;Mairy-Mainville;24240
54335;Maixe;25730
54336;Maizières;26390
54337;Malavillers;30270
54338;Malleloy;25710
54339;Malzéville;23270
54340;Mamey;24820
54343;Mandres-aux-Quatre-Tours;21640
54344;Mangonville;24260
54345;Manoncourt-en-Vermois;26860
54346;Manoncourt-en-Woëvre;24950
54348;Manonville;24830
54349;Manonviller;21380
54350;Marainviller;23140
54351;Marbache;23710
54352;Maron;26720
54353;Mars-la-Tour;24010
54354;Marthemont;N/A - résultat non disponible
54355;Martincourt;N/A - résultat non disponible
54356;Mattexey;N/A - résultat non disponible
54357;Maxéville;17530
54358;Mazerulles;23890
54359;Méhoncourt;22700
54360;Ménil-la-Tour;25690
54362;Mercy-le-Bas;23530
54363;Mercy-le-Haut;22990
54364;Méréville;28820
54365;Merviller;21670
54366;Messein;25160
54367;Mexy;27030
54368;Mignéville;20820
54369;Millery;26890
54370;Minorville;22720
54371;Moineville;24430
54372;Moivrons;24750
54373;Moncel-lès-Lunéville;23290
54374;Moncel-sur-Seille;25000
54375;Montauville;25280
54376;Montenoy;26920
54377;Montigny;23760
54378;Montigny-sur-Chiers;28090
54379;Mont-l'Étroit;N/A - résultat non disponible
54380;Mont-le-Vignoble;25740
54381;Montreux;N/A - résultat non disponible
54382;Mont-Saint-Martin;18000
54383;Mont-sur-Meurthe;25050
54385;Morfontaine;27600
54386;Moriviller;N/A - résultat non disponible
54387;Morville-sur-Seille;24070
54388;Mouacourt;N/A - résultat non disponible
54389;Mouaville;N/A - résultat non disponible
54390;Mousson;N/A - résultat non disponible
54391;Moutiers;20850
54392;Moutrot;25090
54393;Moyen;20290
54394;Murville;26170
54395;Nancy;22360
54396;Neufmaisons;19210
54397;Neuves-Maisons;22650
54398;Neuviller-lès-Badonviller;N/A - résultat non disponible
54399;Neuviller-sur-Moselle;21350
