Code;Libellé;Médiane du niveau de vie 2021
17321;Saint-Crépin;20230
17322;Saint-Cyr-du-Doret;21810
17323;Saint-Denis-d'Oléron;24200
17324;Saint-Dizant-du-Bois;N/A - résultat non disponible
17325;Saint-Dizant-du-Gua;21010
17326;Saint-Eugène;24060
17327;Saint-Félix;20000
17328;Saint-Fort-sur-Gironde;19930
17329;Saint-Froult;21530
17330;Sainte-Gemme;20750
17331;Saint-Genis-de-Saintonge;19860
17332;Saint-Georges-Antignac;20190
17333;Saint-Georges-de-Didonne;24900
17334;Saint-Georges-de-Longuepierre;22270
17335;Saint-Georges-des-Agoûts;20570
17336;Saint-Georges-des-Coteaux;24590
17337;Saint-Georges-d'Oléron;22090
17338;Saint-Georges-du-Bois;21800
17339;Saint-Germain-de-Lusignan;22950
17340;Saint-Pierre-La-Noue;22030
17341;Saint-Germain-de-Vibrac;22410
17342;Saint-Germain-du-Seudre;21170
17343;Saint-Grégoire-d'Ardennes;22080
17344;Saint-Hilaire-de-Villefranche;21420
17345;Saint-Hilaire-du-Bois;24270
17346;Saint-Hippolyte;22390
17347;Saint-Jean-d'Angély;20240
17348;Saint-Jean-d'Angle;21640
17349;Saint-Jean-de-Liversay;23080
17350;Saint-Julien-de-l'Escap;21750
17351;Saint-Just-Luzac;21230
17353;Saint-Laurent-de-la-Prée;25210
17354;Saint-Léger;22430
17355;Sainte-Lheurine;21730
17356;Saint-Loup;20880
17357;Saint-Maigrin;22350
17358;Saint-Mandé-sur-Brédoire;20340
17359;Saint-Mard;21830
17360;Sainte-Marie-de-Ré;29460
17361;Saint-Martial;20340
17362;Saint-Martial-de-Mirambeau;20430
17363;Saint-Martial-de-Vitaterne;23670
17364;Saint-Martial-sur-Né;24010
17365;Saint-Martin-d'Ary;21300
17366;Saint-Martin-de-Coux;19810
17367;Saint-Martin-de-Juillers;20930
17369;Saint-Martin-de-Ré;24540
17372;Saint-Médard;N/A - résultat non disponible
17373;Saint-Médard-d'Aunis;24360
17374;Sainte-Même;19460
17375;Saint-Nazaire-sur-Charente;22300
17376;Saint-Ouen-d'Aunis;24450
17377;Saint-Ouen-la-Thène;19650
17378;Saint-Palais-de-Négrignac;20240
17379;Saint-Palais-de-Phiolin;19490
17380;Saint-Palais-sur-Mer;27250
17381;Saint-Pardoult;21650
17382;Saint-Pierre-d'Amilly;22450
17383;Saint-Pierre-de-Juillers;19680
17384;Saint-Pierre-de-l'Isle;19740
17385;Saint-Pierre-d'Oléron;23040
17386;Saint-Pierre-du-Palais;18610
17387;Saint-Porchaire;22840
17388;Saint-Quantin-de-Rançanne;22070
17389;Sainte-Radegonde;21910
17390;Sainte-Ramée;21160
17391;Saint-Rogatien;26460
17393;Saint-Romain-de-Benet;21470
17394;Saint-Saturnin-du-Bois;21420
17395;Saint-Sauvant;23370
17396;Saint-Sauveur-d'Aunis;23820
17397;Saint-Savinien;20950
17398;Saint-Seurin-de-Palenne;23980
17400;Saint-Sever-de-Saintonge;22670
17401;Saint-Séverin-sur-Boutonne;20890
17402;Saint-Sigismond-de-Clermont;23670
17403;Saint-Simon-de-Bordes;22370
17404;Saint-Simon-de-Pellouaille;22300
17405;Saint-Sorlin-de-Conac;21870
17406;Saint-Sornin;20780
17407;Sainte-Soulle;25310
17408;Saint-Sulpice-d'Arnoult;21160
17409;Saint-Sulpice-de-Royan;24190
17410;Saint-Thomas-de-Conac;20360
17411;Saint-Trojan-les-Bains;22040
17412;Saint-Vaize;21900
17413;Saint-Vivien;25390
17414;Saint-Xandre;25370
17415;Saintes;21770
17416;Saleignes;N/A - résultat non disponible
17417;Salignac-de-Mirambeau;20950
17418;Salignac-sur-Charente;25490
17420;Salles-sur-Mer;26980
17421;Saujon;22360
17422;Seigné;N/A - résultat non disponible
17423;Semillac;N/A - résultat non disponible
17424;Semoussac;21200
17425;Semussac;22200
17426;Le Seure;21890
17427;Siecq;23060
17428;Sonnac;21610
17429;Soubise;23660
17430;Soubran;19780
17431;Soulignonne;21450
17432;Souméras;21830
17433;Sousmoulins;21430
17434;Surgères;21560
17435;Taillant;21210
17436;Taillebourg;21580
17437;Talmont-sur-Gironde;N/A - résultat non disponible
17438;Tanzac;21760
17439;Taugon;20880
17440;Ternant;22980
17441;Tesson;23200
17442;Thaims;21010
17443;Thairé;24770
17444;Thénac;23150
17445;Thézac;22850
17446;Thors;22280
17447;Le Thou;22220
17448;Tonnay-Boutonne;20190
17449;Tonnay-Charente;21650
17450;Torxé;23090
17451;Les Touches-de-Périgny;21640
17452;La Tremblade;23170
17453;Trizay;23840
17454;Tugéras-Saint-Maurice;20170
17455;La Vallée;22690
17457;La Devise;21620
17458;Vanzac;19790
17459;Varaize;22160
17460;Varzay;22890
17461;Vaux-sur-Mer;26550
17462;Vénérand;23050
17463;Vergeroux;25660
17464;Vergné;17920
17465;La Vergne;21910
17466;Vérines;24310
17467;Vervant;21750
17468;Vibrac;20790
17469;Villars-en-Pons;21720
17470;Villars-les-Bois;22950
17471;La Villedieu;19980
17472;Villedoux;24290
17473;Villemorin;20120
17474;Villeneuve-la-Comtesse;19470
17476;Villexavier;24160
17477;Villiers-Couture;17990
17478;Vinax;N/A - résultat non disponible
17479;Virollet;21520
17480;Virson;23200
17481;Voissay;21260
17482;Vouhé;22270
17483;Yves;24750
17484;Port-des-Barques;23180
17485;Le Grand-Village-Plage;23430
17486;La Brée-les-Bains;24740
18001;Achères;23220
18002;Ainay-le-Vieil;19790
18003;Les Aix-d'Angillon;21620
18004;Allogny;25440
18005;Allouis;23880
18006;Annoix;22390
18007;Apremont-sur-Allier;N/A - résultat non disponible
18008;Arçay;24760
18009;Arcomps;20650
18010;Ardenais;20750
18011;Argent-sur-Sauldre;21750
18012;Argenvières;23020
18013;Arpheuilles;23030
18014;Assigny;21690
18015;Aubigny-sur-Nère;21730
18016;Aubinges;24070
18017;Augy-sur-Aubois;18150
18018;Avord;20230
18019;Azy;22190
18020;Bannay;22810
18021;Bannegon;20550
18022;Barlieu;23340
18023;Baugy;22220
18024;Beddes;N/A - résultat non disponible
18025;Beffes;21360
18026;Belleville-sur-Loire;23540
18027;Bengy-sur-Craon;22580
18028;Berry-Bouy;25920
18029;Bessais-le-Fromental;20860
18030;Blancafort;22110
18031;Blet;19130
18032;Boulleret;22950
18033;Bourges;21730
18034;Bouzais;23420
18035;Brécy;22850
18036;Brinay;24910
18037;Brinon-sur-Sauldre;20900
18038;Bruère-Allichamps;21660
18039;Bué;30460
18040;Bussy;23340
18041;La Celette;21910
18042;La Celle;20810
18043;La Celle-Condé;21280
18044;Cerbois;22470
18045;Chalivoy-Milon;22640
18046;Chambon;21080
18047;La Chapelle-d'Angillon;21410
18048;La Chapelle-Hugon;21250
18049;La Chapelle-Montlinard;23980
18050;La Chapelle-Saint-Ursin;25430
18051;La Chapelotte;18900
18052;Charenton-du-Cher;19930
18053;Charentonnay;23510
18054;Charly;22730
18055;Chârost;21840
18056;Chassy;20460
18057;Châteaumeillant;20240
18058;Châteauneuf-sur-Cher;20810
18059;Le Châtelet;19020
18060;Chaumont;N/A - résultat non disponible
18061;Chaumoux-Marcilly;N/A - résultat non disponible
18062;Le Chautay;21000
18063;Chavannes;21200
18064;Chéry;21320
18065;Chezal-Benoît;22320
18066;Civray;23380
18067;Clémont;20740
18068;Cogny;N/A - résultat non disponible
18069;Colombiers;24050
18070;Concressault;22660
18071;Contres;N/A - résultat non disponible
18072;Cornusse;19410
18073;Corquoy;22420
18074;Couargues;23000
18075;Cours-les-Barres;22720
18076;Coust;20080
18077;Couy;21200
18078;Crézançay-sur-Cher;N/A - résultat non disponible
18079;Crézancy-en-Sancerre;26080
18080;Croisy;21060
18081;Crosses;23600
18082;Cuffy;23900
18083;Culan;18560
18084;Dampierre-en-Crot;22340
18085;Dampierre-en-Graçay;22020
18086;Drevant;22040
18087;Dun-sur-Auron;21460
18088;Ennordres;20820
18089;Épineuil-le-Fleuriel;20140
18090;Étréchy;21130
18091;Farges-Allichamps;22020
18092;Farges-en-Septaine;23450
18093;Faverdines;22090
18094;Feux;21130
18095;Flavigny;21760
18096;Foëcy;21550
18097;Fussy;24560
18098;Gardefort;24260
18099;Garigny;18690
18100;Genouilly;21040
18101;Germigny-l'Exempt;20150
18102;Givardon;19640
18103;Graçay;20540
18104;Groises;19400
18105;Gron;23790
18106;Grossouvre;17550
18107;La Groutte;24530
18108;La Guerche-sur-l'Aubois;21090
18109;Henrichemont;20780
18110;Herry;21400
18111;Humbligny;19660
18112;Ids-Saint-Roch;19220
18113;Ignol;20940
18114;Ineuil;23180
18115;Ivoy-le-Pré;21340
18116;Jalognes;21560
18117;Jars;22190
18118;Jouet-sur-l'Aubois;21540
18119;Jussy-Champagne;21620
18120;Jussy-le-Chaudrier;21400
18121;Lantan;N/A - résultat non disponible
18122;Lapan;22630
18124;Lazenay;22810
18125;Léré;22390
18126;Levet;24060
18127;Lignières;20700
18128;Limeux;25570
18129;Lissay-Lochy;25040
18130;Loye-sur-Arnon;20160
18132;Lugny-Champagne;27620
18133;Lunery;21130
18134;Lury-sur-Arnon;21820
18135;Maisonnais;19800
18136;Marçais;19280
18137;Mareuil-sur-Arnon;22370
18138;Marmagne;25700
18139;Marseilles-lès-Aubigny;21190
18140;Massay;22240
18141;Mehun-sur-Yèvre;22210
18142;Meillant;22270
18143;Menetou-Couture;20640
18144;Menetou-Râtel;25010
18145;Menetou-Salon;23200
18146;Ménétréol-sous-Sancerre;23060
18147;Ménétréol-sur-Sauldre;21350
18148;Méreau;24190
18149;Méry-ès-Bois;22580
18150;Méry-sur-Cher;23070
18151;Montigny;24390
18152;Montlouis;20770
18153;Morlac;20450
18154;Mornay-Berry;22110
18155;Mornay-sur-Allier;20640
18156;Morogues;22770
18157;Morthomiers;24200
18158;Moulins-sur-Yèvre;24330
18159;Nançay;23560
18160;Nérondes;20790
18161;Neuilly-en-Dun;17950
18162;Neuilly-en-Sancerre;18100
18163;Neuvy-Deux-Clochers;23150
18164;Neuvy-le-Barrois;22080
18165;Neuvy-sur-Barangeon;22060
18166;Nohant-en-Goût;24620
18167;Nohant-en-Graçay;22160
18168;Le Noyer;22150
18169;Nozières;23250
18170;Oizon;22420
18171;Orcenais;21110
18172;Orval;20580
18173;Osmery;21350
18174;Osmoy;25450
18175;Ourouer-les-Bourdelins;19190
18176;Parassy;22630
18177;Parnay;N/A - résultat non disponible
18178;La Perche;20640
18179;Pigny;25470
18180;Plaimpied-Givaudins;26800
18181;Plou;24940
18182;Poisieux;23690
18183;Le Pondy;22310
18184;Précy;19970
18185;Presly;21240
18186;Preuilly;23960
18187;Préveranges;17730
18188;Primelles;20500
18189;Quantilly;23660
18190;Quincy;23310
18191;Raymond;18820
18192;Reigny;19350
18193;Rezay;20220
18194;Rians;22710
18195;Sagonne;23170
18196;Saint-Aignan-des-Noyers;N/A - résultat non disponible
18197;Saint-Amand-Montrond;20480
18198;Saint-Ambroix;23760
18199;Saint-Baudel;20140
18200;Saint-Bouize;23190
18201;Saint-Caprais;25210
18202;Saint-Céols;N/A - résultat non disponible
18203;Saint-Christophe-le-Chaudry;N/A - résultat non disponible
18204;Saint-Denis-de-Palin;22910
18205;Saint-Doulchard;25210
18206;Saint-Éloy-de-Gy;25750
18207;Saint-Florent-sur-Cher;21260
18208;Sainte-Gemme-en-Sancerrois;24270
18209;Saint-Georges-de-Poisieux;23940
18210;Saint-Georges-sur-la-Prée;22410
18211;Saint-Georges-sur-Moulon;23150
18212;Saint-Germain-des-Bois;23650
18213;Saint-Germain-du-Puy;21990
18214;Saint-Hilaire-de-Court;21800
18215;Saint-Hilaire-de-Gondilly;23150
18216;Saint-Hilaire-en-Lignières;20670
18217;Saint-Jeanvrin;18460
18218;Saint-Just;24990
18219;Saint-Laurent;23400
18220;Saint-Léger-le-Petit;20600
18221;Saint-Loup-des-Chaumes;22330
18223;Saint-Martin-d'Auxigny;23350
18224;Saint-Martin-des-Champs;22340
18225;Saint-Maur;19450
18226;Saint-Michel-de-Volangis;26240
18227;Sainte-Montaine;22310
18228;Saint-Outrille;22280
18229;Saint-Palais;24520
18230;Saint-Pierre-les-Bois;20100
18231;Saint-Pierre-les-Étieux;22630
18232;Saint-Priest-la-Marche;20050
18233;Saint-Satur;23380
18234;Saint-Saturnin;19390
18235;Sainte-Solange;23750
18236;Saint-Symphorien;21040
18237;Sainte-Thorette;23390
18238;Saint-Vitte;19080
18240;Sancergues;20360
18241;Sancerre;23790
18242;Sancoins;19510
18243;Santranges;22550
18244;Saugy;N/A - résultat non disponible
18245;Saulzais-le-Potier;20210
18246;Savigny-en-Sancerre;22420
18247;Savigny-en-Septaine;24760
18248;Senneçay;25160
18249;Sens-Beaujeu;22530
18250;Serruelles;N/A - résultat non disponible
18251;Sévry;N/A - résultat non disponible
18252;Sidiailles;18700
18253;Soulangis;25750
18254;Soye-en-Septaine;26910
18255;Le Subdray;28990
18256;Subligny;22010
18257;Sury-près-Léré;24040
18258;Sury-en-Vaux;27200
18259;Sury-ès-Bois;21200
18260;Tendron;N/A - résultat non disponible
18261;Thaumiers;20700
18262;Thauvenay;21950
18263;Thénioux;22110
18264;Thou;N/A - résultat non disponible
18265;Torteron;20620
18266;Touchay;24280
18267;Trouy;25760
18268;Uzay-le-Venon;22610
18269;Vailly-sur-Sauldre;21020
18270;Vallenay;20870
18271;Vasselay;25570
18272;Veaugues;21990
18273;Venesmes;23080
18274;Verdigny;31690
18275;Vereaux;19220
18276;Vernais;20230
18277;Verneuil;N/A - résultat non disponible
18278;Vesdun;18780
18279;Vierzon;19130
18280;Vignoux-sous-les-Aix;25220
18281;Vignoux-sur-Barangeon;23730
18282;Villabon;23720
18283;Villecelin;N/A - résultat non disponible
18284;Villegenon;21030
18285;Villeneuve-sur-Cher;23630
18286;Villequiers;22560
18287;Vinon;23070
18288;Vorly;22360
18289;Vornay;23210
18290;Vouzeron;24880
19001;Affieux;22910
19002;Aix;21490
19003;Albignac;22080
19004;Albussac;22050
19005;Allassac;23090
19006;Alleyrat;26530
19007;Altillac;22550
19008;Ambrugeat;22100
19009;Les Angles-sur-Corrèze;27480
19010;Argentat-sur-Dordogne;21510
19011;Arnac-Pompadour;20800
19012;Astaillac;22910
19013;Aubazines;24300
19014;Auriac;19960
19015;Ayen;21320
19016;Bar;20670
19017;Bassignac-le-Bas;N/A - résultat non disponible
19018;Bassignac-le-Haut;21930
19019;Beaulieu-sur-Dordogne;21120
19020;Beaumont;21680
19021;Bellechassagne;N/A - résultat non disponible
19022;Benayes;20550
19023;Beynat;22070
19024;Beyssac;21510
19025;Beyssenac;21160
19026;Bilhac;20500
19027;Bonnefond;20300
19028;Bort-les-Orgues;20230
19029;Branceilles;21260
19030;Brignac-la-Plaine;21590
19031;Brive-la-Gaillarde;21210
19033;Bugeat;21090
19034;Camps-Saint-Mathurin-Léobazel;21050
19035;Chabrignac;22190
19036;Chamberet;19690
19037;Chamboulive;21060
19038;Chameyrat;24770
19039;Champagnac-la-Noaille;22050
19040;Champagnac-la-Prune;21190
19041;Chanac-les-Mines;25740
19042;Chanteix;24250
19043;La Chapelle-aux-Brocs;23390
19044;La Chapelle-aux-Saints;20160
19045;La Chapelle-Saint-Géraud;19860
19046;Chapelle-Spinasse;24590
19047;Chartrier-Ferrière;24060
19048;Le Chastang;21130
19049;Chasteaux;25030
19050;Chauffour-sur-Vell;21390
19051;Chaumeil;20210
19052;Chavanac;N/A - résultat non disponible
19053;Chaveroche;23310
19054;Chenailler-Mascheix;19120
19055;Chirac-Bellevue;22330
19056;Clergoux;21170
19057;Collonges-la-Rouge;23710
19058;Combressol;22150
19059;Concèze;20730
19060;Condat-sur-Ganaveix;22750
19061;Cornil;23460
19062;Corrèze;22380
19063;Cosnac;26170
19064;Couffy-sur-Sarsonne;N/A - résultat non disponible
19065;Courteix;N/A - résultat non disponible
19066;Cublac;22310
19067;Curemonte;22360
19068;Dampniat;24080
19069;Darazac;22020
19070;Darnets;23390
19071;Davignac;19020
19072;Donzenac;23700
19073;Égletons;20110
19074;L'Église-aux-Bois;N/A - résultat non disponible
19075;Espagnac;21020
19076;Espartignac;24790
19077;Estivals;23070
19078;Estivaux;20510
19079;Eyburie;19680
19080;Eygurande;20870
19081;Eyrein;22220
19082;Favars;24080
19083;Feyt;21450
19084;Forgès;22620
19085;Gimel-les-Cascades;22450
19086;Goulles;18660
19087;Gourdon-Murat;18610
19088;Grandsaigne;N/A - résultat non disponible
19089;Gros-Chastang;24030
19090;Gumond;N/A - résultat non disponible
19091;Hautefage;21720
19093;Jugeals-Nazareth;24870
19094;Juillac;21360
19095;Lacelle;15990
19096;Ladignac-sur-Rondelles;23630
19097;Lafage-sur-Sombre;21030
19098;Lagarde-Marc-la-Tour;22510
19099;Lagleygeolle;23170
19100;Lagraulière;23190
19101;Laguenne-sur-Avalouze;21700
19102;Lamazière-Basse;19090
19103;Lamazière-Haute;N/A - résultat non disponible
19104;Lamongerie;23370
19105;Lanteuil;23390
19106;Lapleau;18430
19107;Larche;23740
19108;Laroche-près-Feyt;N/A - résultat non disponible
19109;Lascaux;20710
19110;Latronche;19490
19111;Laval-sur-Luzège;N/A - résultat non disponible
19112;Lestards;N/A - résultat non disponible
19113;Liginiac;22010
19114;Lignareix;23520
19115;Ligneyrac;23000
19116;Liourdres;20440
19117;Lissac-sur-Couze;25320
19118;Le Lonzac;22060
19119;Lostanges;19520
19120;Louignac;21180
19121;Lubersac;21680
19122;Madranges;22680
19123;Malemort;23090
19124;Mansac;22020
19125;Marcillac-la-Croisille;22280
19126;Marcillac-la-Croze;21940
19128;Margerides;21910
19129;Masseret;21120
19130;Maussac;23070
19131;Meilhards;19980
19132;Ménoire;20170
19133;Mercœur;18720
19134;Merlines;22130
19135;Mestes;23910
19136;Meymac;21020
19137;Meyrignac-l'Église;N/A - résultat non disponible
19138;Meyssac;22590
19139;Millevaches;N/A - résultat non disponible
19140;Monceaux-sur-Dordogne;22140
19141;Monestier-Merlines;24370
19142;Monestier-Port-Dieu;18620
19143;Montaignac-sur-Doustre;22270
19144;Montgibaud;20820
19145;Moustier-Ventadour;23410
19146;Naves;24900
19147;Nespouls;24300
19148;Neuvic;21660
19149;Neuville;21780
19150;Noailhac;22960
19151;Noailles;24290
19152;Nonards;23280
19153;Objat;21790
19154;Orgnac-sur-Vézère;21210
19155;Orliac-de-Bar;21240
19156;Palazinges;23820
19157;Palisse;17340
19158;Pandrignes;22970
19159;Péret-Bel-Air;N/A - résultat non disponible
19160;Pérols-sur-Vézère;22180
19161;Perpezac-le-Blanc;21780
19162;Perpezac-le-Noir;22870
19163;Le Pescher;22120
19164;Peyrelevade;19970
19165;Peyrissac;22640
19166;Pierrefitte;N/A - résultat non disponible
19167;Confolent-Port-Dieu;N/A - résultat non disponible
19168;Pradines;N/A - résultat non disponible
19169;Puy-d'Arnac;20940
19170;Queyssac-les-Vignes;21040
19171;Reygade;19820
19172;Rilhac-Treignac;20010
19173;Rilhac-Xaintrie;21440
19174;La Roche-Canillac;20860
19175;Roche-le-Peyroux;21990
19176;Rosiers-d'Égletons;22800
19177;Rosiers-de-Juillac;19440
19178;Sadroc;23290
19179;Saillac;24880
19180;Saint-Angel;22750
19181;Saint-Augustin;21010
19182;Saint-Aulaire;22150
19184;Saint-Bazile-de-Meyssac;21390
19186;Saint-Bonnet-Elvert;21300
19187;Saint-Bonnet-la-Rivière;22890
19188;Saint-Bonnet-l'Enfantier;22650
19189;Saint-Bonnet-les-Tours-de-Merle;N/A - résultat non disponible
19190;Saint-Bonnet-près-Bort;20440
19191;Saint-Cernin-de-Larche;24180
19192;Saint-Chamant;20170
19193;Saint-Cirgues-la-Loutre;19540
19194;Saint-Clément;23050
19195;Saint-Cyprien;23310
19196;Saint-Cyr-la-Roche;22720
19198;Saint-Éloy-les-Tuileries;17650
19199;Saint-Étienne-aux-Clos;21390
19200;Saint-Étienne-la-Geneste;N/A - résultat non disponible
19201;Saint-Exupéry-les-Roches;24350
19202;Sainte-Féréole;24070
19203;Sainte-Fortunade;24020
19204;Saint-Fréjoux;22230
19205;Saint-Geniez-ô-Merle;19540
19206;Saint-Germain-Lavolps;N/A - résultat non disponible
19207;Saint-Germain-les-Vergnes;23760
19208;Saint-Hilaire-Foissac;19720
19209;Saint-Hilaire-les-Courbes;19840
19210;Saint-Hilaire-Luc;N/A - résultat non disponible
19211;Saint-Hilaire-Peyroux;22990
19212;Saint-Hilaire-Taurieux;N/A - résultat non disponible
19213;Saint-Jal;21490
19214;Saint-Julien-aux-Bois;20790
19215;Saint-Julien-le-Pèlerin;16920
19216;Saint-Julien-le-Vendômois;18940
19217;Saint-Julien-Maumont;23740
19219;Sainte-Marie-Lapanouze;N/A - résultat non disponible
19220;Saint-Martial-de-Gimel;21480
19221;Saint-Martial-Entraygues;N/A - résultat non disponible
19222;Saint-Martin-la-Méanne;19420
19223;Saint-Martin-Sepert;20110
19225;Saint-Merd-de-Lapleau;20700
19226;Saint-Merd-les-Oussines;21050
19227;Saint-Mexant;25480
19228;Saint-Pantaléon-de-Lapleau;N/A - résultat non disponible
19229;Saint-Pantaléon-de-Larche;22650
19230;Saint-Pardoux-Corbier;21250
19231;Saint-Pardoux-la-Croisille;20400
19232;Saint-Pardoux-le-Neuf;N/A - résultat non disponible
19233;Saint-Pardoux-le-Vieux;23420
19234;Saint-Pardoux-l'Ortigier;22500
19235;Saint-Paul;21480
19236;Saint-Priest-de-Gimel;22200
19237;Saint-Privat;21010
19238;Saint-Rémy;20880
19239;Saint-Robert;20510
19240;Saint-Salvadour;22400
19241;Saint-Setiers;21300
19242;Saint-Solve;21990
19243;Saint-Sornin-Lavolps;21370
19244;Saint-Sulpice-les-Bois;N/A - résultat non disponible
19245;Saint-Sylvain;21840
19246;Saint-Viance;23990
19247;Saint-Victour;23370
19248;Saint-Ybard;22470
19249;Saint-Yrieix-le-Déjalat;20150
19250;Salon-la-Tour;20840
19251;Sarran;22180
19252;Sarroux - Saint Julien;22650
19253;Segonzac;18770
19254;Ségur-le-Château;19370
19255;Seilhac;24210
19256;Sérandon;21120
19257;Sérilhac;20400
19258;Servières-le-Château;20740
19259;Sexcles;21020
19260;Sioniac;19980
19261;Sornac;21130
19262;Soudaine-Lavinadière;20600
19263;Soudeilles;21530
19264;Soursac;20510
19265;Tarnac;19880
19266;Thalamy;22830
19268;Toy-Viam;N/A - résultat non disponible
19269;Treignac;21820
19270;Troche;21380
19271;Tudeils;21640
19272;Tulle;21340
19273;Turenne;23100
19274;Ussac;26670
19275;Ussel;21320
19276;Uzerche;21590
19277;Valiergues;25820
19278;Varetz;23210
19279;Vars-sur-Roseix;21270
19280;Végennes;21090
19281;Veix;N/A - résultat non disponible
19283;Veyrières;N/A - résultat non disponible
19284;Viam;18850
19285;Vigeois;22280
19286;Vignols;21100
19287;Vitrac-sur-Montane;19600
19288;Voutezac;23310
19289;Yssandon;22960
21001;Agencourt;27800
21002;Agey;25990
21003;Ahuy;26760
21004;Aignay-le-Duc;22700
21005;Aiserey;24790
21006;Aisey-sur-Seine;18170
21007;Aisy-sous-Thil;24500
21008;Alise-Sainte-Reine;24600
21009;Allerey;22210
21010;Aloxe-Corton;28660
21011;Ampilly-les-Bordes;N/A - résultat non disponible
21012;Ampilly-le-Sec;22310
21013;Ancey;25920
21014;Antheuil;N/A - résultat non disponible
21015;Antigny-la-Ville;N/A - résultat non disponible
21016;Arceau;28980
21017;Arcenant;28050
21018;Arcey;N/A - résultat non disponible
21020;Arconcey;22500
21021;Arc-sur-Tille;28240
21022;Argilly;24410
21023;Arnay-le-Duc;20840
21024;Arnay-sous-Vitteaux;21880
21025;Arrans;N/A - résultat non disponible
21026;Asnières-en-Montagne;22120
21027;Asnières-lès-Dijon;30220
21028;Athée;24060
21029;Athie;N/A - résultat non disponible
21030;Aubaine;N/A - résultat non disponible
21031;Aubigny-en-Plaine;24790
21032;Aubigny-la-Ronce;21430
21033;Aubigny-lès-Sombernon;24740
21034;Autricourt;22220
21035;Auvillars-sur-Saône;24240
21036;Auxant;N/A - résultat non disponible
21037;Auxey-Duresses;30420
21038;Auxonne;20960
21039;Avelanges;N/A - résultat non disponible
21040;Avosnes;N/A - résultat non disponible
21041;Avot;21940
21042;Bagnot;21810
21043;Baigneux-les-Juifs;21190
21044;Balot;N/A - résultat non disponible
21045;Barbirey-sur-Ouche;22400
21046;Bard-le-Régulier;N/A - résultat non disponible
21047;Bard-lès-Époisses;N/A - résultat non disponible
21048;Barges;27190
21049;Barjon;N/A - résultat non disponible
21050;Baubigny;25560
21051;Baulme-la-Roche;N/A - résultat non disponible
21052;Beaulieu;N/A - résultat non disponible
21053;Beaumont-sur-Vingeanne;24180
21054;Beaune;22880
21055;Beaunotte;N/A - résultat non disponible
21056;Beire-le-Châtel;26290
21057;Beire-le-Fort;25120
21058;Belan-sur-Ource;20170
21059;Bellefond;31070
21060;Belleneuve;26390
21061;Bellenod-sur-Seine;N/A - résultat non disponible
21062;Bellenot-sous-Pouilly;23270
21063;Beneuvre;N/A - résultat non disponible
21064;Benoisey;N/A - résultat non disponible
21065;Bessey-en-Chaume;24540
21066;Bessey-la-Cour;N/A - résultat non disponible
21067;Bessey-lès-Cîteaux;25070
21068;Beurey-Bauguay;25300
21069;Beurizot;26820
21070;Bévy;22820
21071;Bèze;25870
21072;Bézouotte;24240
21074;Billey;23620
21075;Billy-lès-Chanceaux;N/A - résultat non disponible
21076;Binges;27520
21077;Bissey-la-Côte;22900
21078;Bissey-la-Pierre;N/A - résultat non disponible
21079;Blagny-sur-Vingeanne;23430
21080;Blaisy-Bas;23540
21081;Blaisy-Haut;24350
21082;Blancey;N/A - résultat non disponible
21083;Blanot;18190
21084;Source-Seine;N/A - résultat non disponible
21085;Bligny-le-Sec;23380
21086;Bligny-lès-Beaune;26480
21087;Bligny-sur-Ouche;21780
21088;Boncourt-le-Bois;28370
21089;Bonnencontre;23620
21090;Boudreville;N/A - résultat non disponible
21091;Bouhey;N/A - résultat non disponible
21092;Bouilland;24210
21093;Bouix;21170
21094;Bourberain;23600
21095;Bousselange;N/A - résultat non disponible
21096;Boussenois;23550
21097;Boussey;N/A - résultat non disponible
21098;Boux-sous-Salmaise;20130
21099;Bouze-lès-Beaune;25270
21100;Brain;N/A - résultat non disponible
21101;Braux;21960
21102;Brazey-en-Morvan;20060
21103;Brazey-en-Plaine;23050
21104;Brémur-et-Vaurois;N/A - résultat non disponible
21105;Bressey-sur-Tille;24950
21106;Bretenière;25070
21107;Bretigny;31560
21108;Brianny;23000
21109;Brion-sur-Ource;22730
21110;Brochon;28610
21111;Brognon;31000
21112;Broin;24710
21113;Broindon;27410
21114;Buffon;22960
21115;Buncey;22010
21116;Bure-les-Templiers;19620
21117;Busseaut;N/A - résultat non disponible
21118;Busserotte-et-Montenaille;N/A - résultat non disponible
21119;Bussières;N/A - résultat non disponible
21120;La Bussière-sur-Ouche;24150
21121;Bussy-la-Pesle;N/A - résultat non disponible
21122;Bussy-le-Grand;22610
21123;Buxerolles;N/A - résultat non disponible
21124;Censerey;20380
21125;Cérilly;23440
21126;Cessey-sur-Tille;25220
21127;Chaignay;27870
21128;Chailly-sur-Armançon;21960
21129;Chambain;N/A - résultat non disponible
21130;Chambeire;25030
21131;Chamblanc;22640
21132;Chambœuf;28990
21133;Chambolle-Musigny;28360
21134;Chamesson;21660
21135;Champagne-sur-Vingeanne;23900
21136;Champagny;N/A - résultat non disponible
21137;Champ-d'Oiseau;21780
21138;Champdôtre;24800
21139;Champeau-en-Morvan;21020
21140;Champignolles;N/A - résultat non disponible
21141;Champrenault;N/A - résultat non disponible
21142;Chanceaux;22090
21143;Channay;N/A - résultat non disponible
21144;Charencey;N/A - résultat non disponible
21145;Charigny;N/A - résultat non disponible
21146;Charmes;22750
